"title","category"
"Capture affinity technology to isolate messenger RNA-specific microRNAs (miR-CATCH)","Technology"
"A smart phone/ laptop application to screen for and detect central and obstructive sleep apnea events: The APn-App","Technology"
"Development of an alternative processing technology, using thermoacidophlic enzymes, for the production of second generation bioethanol","Technology"
"Regulating immunogenicity and tolerogenicity through cell surface glycosylation (Acronym: GlycoShield)","Biology"
"New macrocyclic peptidomimetics with potential in cancer therapy","Others"
"Application of unique lineage-specific orphan gene cassettes to confer drought stress tolerance in crop plants of commercial importance.","Biology"
"Development of low-cost bioanalytical platform for therapeutic glycoproteins for the biopharmaceutical industry","Biology"
"Phosphorous porphyrins as simple and efficient imaging and treatment dyes for photodynamic cancer therapy","Physics"
"Peptide directed metal complex probes for intra-cell sensing","Biology"
"Collagen-based scaffolds as a platform for the controlled release of bioactive molecules","Chemistry"
"An In Vivo study of novel multi-functional metallodrug candidates as anti-cancer agents: a crucial step in their commercialisation","Technology"
"Circulating microRNAs in HNF1A-MODY carriers: Evaluation as novel biomarkers and therapeutic targets","Biology"
"Development of Ex Vivo Diagnostic Multivariate Index Assay for PredICETion of Treatment Efficacy in Acute Leukemias","Technology"
"Novel direct detection of early bacterial infection for bovine mastitis","Biology"
"Development of a blood-based marker for early detection of cognitive dysfunction","Technology"
"GeneSys: A high sensitivity and selectivity DNA detection platform","Technology"
"Development of low cost green technology for BIOFOULING control in the process industry","Technology"
"High speed lensless holographic microscope for imaging particles in large volumes of fluid flow with applications in pharmaceutical manufacturing; specifically for purity testing and protein aggregation.","Engineering"
"Optimised detection of key biomarkers of Pseudomonas aeruginosa towards a clinical application","Biology"
"PredICETion of Patient Response to Neo-Adjuvant Chemoradiotherapy using label free spectroscopic imaging (PANACEA)","Physics"
"Development of small molecule therapeutics for medical intervention: anti-biofilm inhibitors for the medical device sector.","Biology"
"Novel High Performance phosphoresent probes for imaging cellular oxygen","Biology"
"A New Cost Effective Methodology for the Synthesis of Anti-Diabetes Therapeutics","Chemistry"
"Formulation development and deposition of novel anti-bacterial coatings using atomic layer deposition to prevent infections associated with orthopaedic trauma (long bone femoral) implants.","Biology"
"Development of a novel antibody for the cocaine and amphetamine-regulated transcript","Technology"
"Development of Novel Bacterial Imaging Probes","Biology"
"Lab-On-a-CHip port for NanomEchanical diagnostic aSSays (LOCHNESS)","Engineering"
"Natural antifouling coatings via photochemical reactions","Chemistry"
"Development novel anti-inflammatory compounds targeting Macrophage Migration Inhibitory Factor's (MIF) tautomerase enzymatic activity.","Chemistry"
"Characterisation of a novel biomarker panel for clinical and preclinical neurotherapeutics","Biology"
"Novel Applications of a Gamma-Ray Concentrator for Nuclear Medicine","Physics"
"Advanced Carbon Capture Technologies: Reversible Adsorption and Desorption of CO2 using Coordination Complexes","Others"
"Nanostructured next-generation silicon based thermoelectric power reclamation (nextstep)","Biology"
"Developing  on optimum substructure health monitoring system for offshore wind turbines (OPTI-WIND)","Biology"
"Development of a biological oxygen demand monitoring system for wastewaters","Biology"
"Magnetically enhanced electro-coagulation system for heavy metal removal from wastewater","Physics"
"Underground high voltage AC power cable technology as a substitute for overhead power lines","Technology"
"A robust and low cost Continuous Emissions Monitor for real-time measurements of mercury emissions","Others"
"Understanding Cognition in terms of Electrophysiology and Neurochemistry: Novel Animal Models and Analytics.","Chemistry"
"Novel satellite tag for sharks","Others"
"Electrochemically-responsive monolithic chromatography","Chemistry"
"Dermal Drug Delivery for Lymphatic Targeting","Others"
"Probing the limits of ultrathin solution based meral and alloy deposition","Others"
"Development of novel anti-tumour peptides for the treatment of malignant pleural mesothelioma","Biology"
"High throughput production of nanostructures for non-conventional surfaces and materials.","Others"
"Enhancing the bandwidth of optical frequency combs through use of multi-wavelength discrete mode lasers","Physics"
"Development of next generation highly sensitive nanowire sensors for electrochemical-based-immuno-sensing-NASCENCE","Chemistry"
"Deep ultraviolet photon source for nano-metrology - the development of the world's brightest tabletop light source for current and future nanoindustries","Physics"
"Feasibility study into the social semantic journalism","Technology"
"Ultrasensitive Fibre Optic Nose for Environmental, Food & Medical Devices","Engineering"
"Research, Design, and development of a demonstrator integrating private commercial data, Public Sector data and geographic mapping data with a simple visual user interface to support retail business planning","Technology"
"LoFi: A Precise and Social Indoor-Localization WiFi System","Technology"
"Evaluating the Commercial Feasability of an all optical Fibre Non-Invasive Total Haemoglobin Concentration and Cardiac Output Sensor","Physics"
"iOmegaT - An Instrumented Replayable Computer-Aided-Translation Tool","Technology"
"A novel technique for the manufacture of nanoparticle films for application in SERS and catalysis","Engineering"
"Innovative Electrochemical Non enzymatic Glucose Sensors for Biomedical Diagnostics.","Chemistry"
"Monolithic wavelength tunable slotted single mode laser array","Physics"
"A Photon-Electron Correlation System for 3D Nanoscale Metrology","Physics"
"Iterative Retraining of Machine Translation with Post-edits to Increase Post-Editing Productivity in Localisation Workflows","Education"
"Linguabox:Automated open Content Repurposing Service to support Personalized elearning","Technology"
"Smart Networked Sensing Systems in Agriculture: A Poultry Industry Focus","Technology"
"Coordination clusters as building blocks for novel materials","Others"
"International BioPhotonics & Imaging Conference BioPic 2013","Physics"
"Future Internet Assembly (FIA-Dublin)","Technology"
"9th William Rowan Hamilton Geometry & Topology Workshop","Mathematics"
"Inter-regional synaptic integration of sensorimotot signals within episodic memory networks","Technology"
"Science Zone at the Festival Big Day Out","Others"
"SFI Internship Award","Policy"
"Exploration of the role of microRNA(miR)-21 in gut homeostasis and disease.","Biology"
"Ultrafast x-ray scattering: A novel integrated experimental and theoretical approach for studying fundamental atomic-scale processes in solids","Mathematics"
"Centre for Next Generation Localisation (CNGL) II","Biology"
"Electromechanical Coupling and Electrostatics in Biological Systems","Engineering"
"The 27th Automorphic Forms Workshop","Education"
"Systematic Bottom-Up Assembly of Nanocarbon Based Photonic Materials","Physics"
"Structure and assembly of vertebrate kinetochore-associated chromatin","Others"
"Novel regulators of the Nlrp3 inflammasome and IL-1beta: prospects for novel therpeutics and diagnostics for inflammatory diseases","Biology"
"Cartoon Motion: Stylised facial animation from motion capture","Others"
"Pulsed semiconductor lasers for metrology and remote sensing: synchronisation and stabilisation dynamics","Physics"
"Nano-Assembly of Functional Magnetic and Magneto-Optical Materials","Physics"
"SFI ERC Development - Mike Coey","Technology"
"SFI Internship Award","Policy"
"SFI Internship Award","Policy"
"Third Symposium on Games and Decisions in Reliability and Risk","Others"
"The Festival of Curiosity  an annual Dublin Science Festival building on the legacy of Dublin City of Science 2012","Others"
"Science of p-type transparent conducting oxides: materials towards transparent electronics","Others"
"Green Power Amplifier Technologies for Future Wideband Reconfigurable Wireless Communication Systems (GrePATech)","Technology"
"Development of computational resources for the analysis of Genome Wide Information on Protein Synthesis (GWIPS).","Biology"
"Data-centric ultra-low power embedded computing","Technology"
"Glycoside & glycoconjugate synthesis through development and application of chelation induced anomerization","Chemistry"
"Understanding the role of interfaces in solid oxide fuel cell efficiency: Optimising materials through predictive computer simulation","Technology"
"Modulation of innate and adaptive immunity by particulate adjuvants for improved parenteral and mucosal vaccination","Others"
"Biological Identity of Nanoparticles Dispersed in Biological Media","Biology"
"The role of the bone morphogenetic antagonist gremlin in the pathogenesis of chronic hypoxic lung disease","Biology"
"Atom Level Engineering of Material-on-Insulator Devices and Sensors","Engineering"
"The nuclear receptor TLX as a cell intrinsic regulator underlying inflammation and stress-induced changes in hippocampal neurogenesis: relevance to cognitive disorders","Biology"
"Translational control of neuronal mRNAs: its mechanisms, and roles in memory and neurodegeneration.","Biology"
"Laser processing for fabrication of advanced liquid chromatographic systems","Physics"
"Novel therapeutic approaches to improve corneal allograft survival by cell and gene therapy and insights into the mechanism of action","Biology"
"Anhydrides as nucleophiles in new catalytic asymmetric processes: development, scope expansion and application in drug development","Engineering"
"Is Natural Resistance to Hepatitis C in an Irish Cohort Associated with JAK/STAT Resistance to HCV Targeting?  Towards New Anti-Viral Strategies","Others"
"Quantitative analysis of immune cell fate: stochastic competition and censorship","Biology"
"Understanding lipid/carbon interactions for the rational design of biomaterials","Engineering"
"Implementation of Gold Quantitation Immuno-Electrochemistry (AURO-QUANT)","Chemistry"
"Characterising the role of mammalian Target Of Rapamcyin Complex 1 (mTORC1)/Srebp1c signaling in directing the differentiation and function of T cell subsets.","Biology"
"Novel Strategy for Overcoming Chemoresistance and Toxicity Associated with Platinum Anti-cancer Compounds","Policy"
"Taxonomy and connectivity of animal species at the Moytirra hydrothermal vent field: developing methods for assessing ecological impacts of mineral extraction in the deep-sea","Technology"
"IRECCSEM: Evaluating Ireland's potential for onshore carbon sequestration and storage using electromagnetics","Physics"
"The Direct Arylation of Pyrones, Coumarins, Pyridones and Quinolones","Others"
"The Strategic Construction of Magnetic Coolant Materials","Physics"
"Characterising the neural basis of social cognition deficits in schizophrenia using imaging genetics","Biology"
"Automated assessment of brain maturation in the preterm infant using EEG","Biology"
"Novel Dual SOD/CAT mimics: New Therapeutic Strategy for Oxidative Stress Related Diseases?","Biology"
"Co-processing of active pharmaceutical ingredients with functional excipients to prevent unintentional generation of amorphous phase","Engineering"
"Clickable Azobenzenes, New Molecular Glues for Generation of Photoresponsive Biomolecular Scaffolds capable of Answering Biological Questions","Chemistry"
"Advances for the probabilistic analysis of network data","Technology"
"DENTAL glass-ionomer restoratives: Development of an Enhanced Novel Tailored Aesthetic Ligand based glass-ionomer restorative","Technology"
"Genesis and Development of Extreme Events in Fluids","Technology"
"Using ribosome profiling to study translation initiation/elongation and facilitate optimization of protein synthesis","Mathematics"
"Characterizaton of choA, a gene encoding a novel cholesterol-degrading activity in the human gut microbiome","Biology"
"Identification of clinically important, high risk oral lesions using Raman spectroscopy","Physics"
"Physiology and molecular biology of microalgae for the biorefining of valuable metabolites","Chemistry"
"Iodine in commercially valuable Irish seaweeds: variability, pathways, and implications for industrial applications","Technology"
"Cdc7 regulation of Claspin stability and its effect on cell cycle checkpoint function","Physics"
"Green Farm: Development of On-Farm Co-Digestion of the Organic Fraction of Municipal Solid Waste and Animal Manure for Bioenergy Production and Resource Recycling","Technology"
"Breast Cancer detection and classification using Ultra Wideband Radar Tomography","Others"
"Understanding cellular immunity to Staphylococcus aureus is required for novel anti-S. aureus vaccine design","Biology"
"Patterned nanomaterials using ferroelectric lithography for enhanced optical imaging","Physics"
"High-Efficiency Conjugated Polymer-Inorganic Hybrids as Luminescent Solar Concentrators for Photovoltaics","Chemistry"
"Novel affinity matrices for purification of biotherapeutics","Biology"
"Pulsed laser deposition of thin films at atmospheric pressure","Physics"
"Microanalysis of detrital apatite: a new provenance proxy in sedimentary systems","Technology"
"Gene discovery in schizophrenia using family-based sequencing methods","Biology"
"Molecular mechanisms of cilia loss in mammalian epithelial cells","Chemistry"
"Development and Delivery of Nonviral S/MAR Minicircles for Long-term Type VII Collagen Gene expression for the Treatment of Recessive Dystrophic Epidermolysis Bullosa","Technology"
"Nanostructured alloy for high-energy-efficient fuel cells","Biology"
"A Vaccination Strategy Against Aspergillus fumigatus Infection.","Policy"
"Nanomaterials design and fabrication for Energy Storage","Engineering"
"Active changes in artery structure and contractility in response to stenting","Others"
"The identification and characterisation of genomic signatures of hypoxia induced natural selection","Biology"
"Long-circulating Magnetic Nanoparticles for Biomedical Applications through Mimetic Surface Chemistry","Biology"
"Characterising Mechanical Properties of Brain Tissue using Novel Micro Indentation Tests","Biology"
"Design of ID Nanoporous PtNi nanotubular catalysts for Oxygen reduction reaction in Fuel Cells","Chemistry"
"ECOF 13 (Thirteenth European Conference on Organised Films)","Education"
"SFI Internship Award","Policy"
"Elucidating the the potential therapuetic role of Erythropoietin in the treatment of Emphysema","Others"
"Performance of novel carbon-based nanoelectromechanical (NEMS) switches studied by AFM and in-situ TEM and environmental SEM microscopy","Engineering"
"A promotional film illustrating world-class science in horse genomics and the impact on the global bloodstock industry","Biology"
"Impact basin volcanism: A comprehensive test of a possible analogue to early Earth rock forming processes","Engineering"
"Membrane Structural and Functional Biology: Tackling communicable and non-communicable diseases at the membrane level.","Biology"
"Next Generation Photonic Access and Data Communication Systems","Physics"
"SRC-1 mediation of cancer cell reprogramming in endocrine resistant breast cancer","Biology"
"Nanoscale aqueous-substrate interfaces","Physics"
"Cell wall metabolism in Gram positive bacteria: investigating its regulation and exploiting its therapeutic potential.","Biology"
"Applied mathematical modelling applied to enterprise, science and technology  (MACSI)","Mathematics"
"Understanding the role of molecular chaperones in robustness and functional innovation","Chemistry"
"Ireland-India ISCA Programme","Policy"
"10th International Symposium on Bordetella","Policy"
"40th Annual Meeting of the European Radiation Research Society (ERR 2013)","Physics"
"The 8th Neuroscience Ireland Conference in conjunction with the Biochemical Society Irish Area Section Annual Meeting","Chemistry"
"Dublin Talks.ie","Others"
"SRI ERC Support - Valeria Nicolosi","Others"
"Targeting gremlin in the diagnosis and treatment of fibrotic lung diseases","Biology"
"RP Supplement","Others"
"Irish Centre for Fetal and Neonatal Translational Research (INFANT)","Technology"
"Alimentary Pharmabiotic Centre (APC) - Interfacing Food & Medicine","Biology"
"Synthesis and Solid State Pharmaceutical Centre (SSPC)","Chemistry"
"I-PIC Irish Photonic Integration Research Centre","Physics"
"Advanced Materials and BioEngineering Research Centre (AMBER)","Engineering"
"Marine Renewable Energy Ireland (MaREI) - The SFI Centre for Marine Renewable Energy Research","Technology"
"Femtojoule-per-bit Communications with Nanopillar Lasers on Si","Physics"
"Assembly and function of Drosophila melanogaster centromeric chromatin during meiosis and development","Technology"
"Universitas 21 Graduate Research Conference in Energy (Systems, Policy & Solutions)","Policy"
"The Dublin Mini Maker Faire 2013","Others"
"The European Space Expo  Highlighting the Benefits of Space Science and Technology to Ireland","Technology"
"Problem Solving with Industry (ESGI 93)","Others"
"Establishing best practice in Software Architecture Consistency Processes","Technology"
"Multimodal Deep Phenotyping of ALS","Others"
"Future Vision of Bridge Health","Biology"
"A PATHway through Digital Connectivity (PATH = Physical Activity Towards Health)","Technology"
"Fast Computation and Accounting for Differential Activity in Latent Position Cluster Models for Networks","Technology"
"Molecular Aspects of Immune Evasion and Subversion of Membrane Trafficking by Pathogens","Biology"
"Chiral inorganic nanomaterials","Others"
"Post-genomic analysis of biofilm and virulence characteristics of the pathogenic yeast, Candida parapsilosis.","Biology"
"Stagnation Layers in Laser Ablation Based Analytical Techniques","Physics"
"Advances in gamma-ray Space Science using Silicon Photomultipliers","Others"
"INSIGHT - Irelands Big Data and Analytics Research Centre","Technology"
"Gastric bypass and the regression of kidney disease in Type 2 diabetes: Identification of potential mechanisms.","Biology"
"BF2-Tetraarylazadipyrromethene Based Stimuli-Responsive Near-Infrared Fluorescent Imaging Platforms","Technology"
"Ultrafast energy dissipation in semimetals and semiconductors: Simulation based on first-principles electronic structure theory","Mathematics"
"Staph-GBI 2013","Others"
"18th Annual Internationalisation and Localisation Conference","Policy"
"MMM2014: The 20th International Conference on Multimedia Modelling","Policy"
"Motion in Games 2013","Others"
"Enabling early market entry for dye sensitised solar cells","Biology"
"Cool Jobs","Others"
"Maths week Ireland 2013","Others"
"The Cell EXPLORERS Roadshow","Biology"
"The Robert Boyle Science Week","Others"
"The Mallow Festival of Science/ North Munster & Region Maths Week","Others"
"STEM in Society Challenge","Others"
"UCD Science Expression","Biology"
"Robert Boyle Summer School","Education"
"Thesis in 3","Others"
"UL Science Week","Others"
"Researcher for a Night","Technology"
"Motiavating and Advancing Regional Science","Others"
"A tissue engineered biological joint replacement prosthesis for the treatment of degenerative joint disease","Biology"
"Topological Order and Fault Tolerant Quantum Computation","Technology"
"Development of a blood-based marker for early detection of cognitive dysfunction","Technology"
"GeneSys: A high sensitivity and selectivity DNA detection platform","Technology"
"Novel Foundation for Green Energy - An Innovative Foundation for Offshore Wind Developments","Technology"
"Barriers of the CNS, tight junctions and novel therapeutic targets in neural disease.","Biology"
"ANIMAL HEALTH: A Cornerstone of Sustainable and profitable farming.","Biology"
"mHealthED 2013 - New Digital Media Content and Delivery: Revolutionising Global Health Education and Training","Education"
"Micro-Nano-Bio Convergence Systems Workshop and European Platform on Smart Systems Integration General Assembly and Annual Forum 2013 Joint Event","Technology"
"ENTER 2014","Others"
"Design optimisation of Wavelength Division Multiplexing Devices Based on Multi-Channel Grating Filters","Engineering"
"TELERETI - Enabling Technology for Tele-Operated Retinal Surgery.","Technology"
"Irish Schools Mini Sumo Robots Challenge","Education"
"Identification & Functional Characterisation of Novel Inflammatory Mediators.","Biology"
"Engineering Multivalent Proteins for Regenerative Medicine (EMPoRiuM)","Engineering"
"SFI ERC Support - Pete Humphries","Others"
"Defining the roles and mechanisms of action of Pellino proteins in immunity and inflammatory diseases","Biology"
"Multichannel disposable sensors for animal health disease diagnostics","Biology"
"Development of a Novel Bioinspired Fiber Reinforced Hydrogel that Recapitulates Developmental Processes to Regenerate the Bone-Ligament Interface","Engineering"
"Gathering Around Cancer","Others"
"4th Annual PhD Symposium in Computational Biology & Innovation","Technology"
"Gathering Global Perspectives on Opportunitites for Industrial Innovation through Separation Science","Others"
"Irish Association for Cancer Research annual conference 2014","Education"
"Earth Gathering","Others"
"PLASMAS AS A PLATFORM - Advanced laser and plasma processing in - ICT, Healthcare, Agriculture and Energy sectors","Physics"
"Recent progress in the computational modelling of Chinese reading","Technology"
"Lean Enterprises Software and Systems (LESS 2013)","Technology"
"SFI ERC Support - Rob Kitchin","Others"
"SFI Internship Award","Policy"
"In situ formed Stem Cell Biological Dressing for Wound Healing","Biology"
"Degradation Mechanism of Cyanotoxins Using Novel Visible Light Activated Titania (TiO2) Photocatalysts","Chemistry"
"microRNA as novel therapeutic targets and disease biomarkers in Alzheimer's Disease, Frontotemporal dementia and Amyotrophic lateral sclerosis (NEURO-MIR)","Biology"
"Development and Delivery of Nonviral S/MAR Minicircles for Long-term Type VII Collagen Gene expression for the Treatment of Recessive Dystrophic Epidermolysis Bullosay","Technology"
"Specialization program on enabling high-tech innovations for resource and energy-efficiency during production, recycling and substitution of raw materials","Others"
"Crystal Engineering of Task-Specific Materials","Engineering"
"Risk factors for seated buttock deformation in pressure ulceration","Others"
"Formulation development and deposition of novel anti-bacterial coatings using atomic layer deposition to prevent infections associated with orthopaedic trauma (long bone femoral) implants.","Biology"
"Dermal Drug Delivery for Lymphatic Targeting","Others"
"The 20th International Conference on Miniaturized Systems for Chemistry and Life Sciences (MicroTAS 2016)","Policy"
"Research Data Alliance - Third Plenary Conference","Technology"
"Flatlands beyond Graphene 2014","Others"
"Frontier research in arterial fibre remodelling for vascular disease diagnosis and tissue engineering","Engineering"
"SFI ERC Support - John Boland","Others"
"SFI ERC Support - Dr. David Hoey","Others"
"Eye-Aware - Real-time contextual understanding for wearable computing","Technology"
"Research into Emerging Nano-structured Electrodes for the splitting of Water (RENEW)","Technology"
"17th International Symposium on Signalling at the Blood-Brain and Blood-Retina Barriers","Policy"
"Recoding: Reprogrammed Genetic Coding","Biology"
"Plant Biology Europe FESPB-EPSO 2014 Congress","Biology"
"25th International Liquid Crystals Conference (ILCC2014)","Policy"
"7th International Conference on Speech Prosody","Policy"
"Integrating genomic variation data into dynamic","Biology"
"modelling to investigate cell-type specific pharmacological sensitivity in signalling pathways","Biology"
"involving the PTEN tumour suppressor","Biology"
"Biomarker analysis in SLE","Technology"
"Formulations and delivery systems for prevention and treatment of bovine Johne's Disease","Biology"
"Technical and Commercial Development of Rapid Discharge Sintering Technology","Technology"
"Development of a Regulatory Compliant Cell Product for Acute Respiratory Distress Syndrome","Biology"
"Novel LiDAR Web services for mapping & monitoring Road Network Infrastructure","Technology"
"Delivering innovative geospatial information services for foresty applications based on unmanned aerial vehicle (UAV) sensor data fusion","Technology"
"SFI Internship Award","Policy"
"SFI Internship Award","Policy"
"Biocompatible biopolymer as a neural cell regeneration scaffold (smart material for tissue regeneration)","Biology"
"A paper-based microfluidic analytical device (uPAD) for quantitative catecholamine analysis in urine","Engineering"
"Randomized Trial of Superficial Nosocomial Infections in Radica TM Compared to Routinely Cleaned Isolation Rooms","Biology"
"Small molecule inhibitors of HIF-1: a new class of anti-cancer therapeutics.","Chemistry"
"A predictive test for endometritis in cows for improved reproductive management in dairy herds","Technology"
"Incorporation of a novel permeation enhancer with hyaluronic acid-based insulin nanoconjugates to deliver oral insulin","Others"
"Characterization of Novel Thromboxane Receptor Antagonists: Efficacy Studies to Prioritize the Target Market.","Others"
"Development of new nanoparticle based antibacterial coatings","Biology"
"Process Modelling : Kinetics to Optimisation of productivity and product attributes.","Engineering"
"A Novel Way to Capture Extracellular Vesicles for Diagnostic Applications","Biology"
"Divergent synthesis of proprietary macrocyclic scaffolds and libraries for screening","Chemistry"
"Farnesoid X-Receptor Agonists in Diarrhoeal Diseases - Novel Agents to Underpin and add Value to an Enabling Patent","Biology"
"The Development of a Novel Construct for Peripheral Nerve Repair","Technology"
"Antimicrobial Peptide Mimetics-coated catheters.","Biology"
"Use of PSG1 protein as a therapeutic agent in wound healing","Biology"
"Development of a novel phosphorylation site-specific antibody for Protein Tyrosine Phosphatase 1B","Biology"
"Prognostic and Diagnostic exploitation of a cohort of Bone Morphogenetic Protein Superfamily targeting miRNAs in Diabetic Nephropathy","Biology"
"Validation of a novel serum-free medium for production of human mesenchymal stem cells and establishment of in vivo efficacy in a bone model of repair","Biology"
"Development of proof-of-concept animal model for novel FcyRIIa antagonists","Mathematics"
"A preclinical evaluation of a novel combination immunotherapy for Cancer","Biology"
"Development and Validation of Novel Circulating microRNA Biomarkers for Bovine Tuberculosis.","Technology"
"Novel Biomarkers for Early Diagnosis of Diabetic Nephropathy","Others"
"A new platform for surface modification involving specific attachment and slow release capacity","Technology"
"Developing Intravitreal Microparticles as a Delivery","Others"
"Mechanism for Small Molecule Inhibitors of Ocular","Chemistry"
"Neovascularisation and Inflammation","Biology"
"A novel protein display technology to expand and enhance biosensor measurement of therapeutic molecule kinetics","Biology"
"Evaluating the commercial feasability of a pressure sensing technology which is based on biocompatible optical fibres for applications in urology and cardiology","Physics"
"Protein engineering using novel artificial metallonucleases","Engineering"
"The development of Novel Nitric Oxide releasing Biomaterials to Promote Stable Endothelialisation in Shear Environements","Technology"
"Novel method for multiple myeloma monitoring and prognostics","Others"
"Mobile Laser diagnostics of skin conditions","Physics"
"BPVacc: Development of a vaccine against meliodosis with Burkholderia pseudomallei antigens","Biology"
"LoaD3 - High Performance, Multi-layer Lab-on-a-Disc System for a Cost-Efficient, Point-Of-Care Diagnostics","Policy"
"The generation of an enzymatic tool-kit for the release of intact O-glycan structures","Biology"
"Nanostructured Surface Areas for Filtration and Epidermal applications (nanoSAFE)","Technology"
"Microcavity Array Supported Lipid Bilayers; Biometric Test Beds for Drug-Membrane Interactions","Others"
"Ploidy Barrier BridgerTM: An Enabling Technology for Accelerating Plant Breeding and Crop Improvement","Technology"
"The Soft BioPrinter: a low-cost, rapid prototyping desktop solution for producing organotypic microtissues","Biology"
"Novel inorganic monoliths for chromatographic applications.","Technology"
"Magnetorheological Smart Composite With Embedded Optical Fiber Sensors For Medical Applications","Physics"
"High sensitivity optical chemical sensor for water quality monitoring","Physics"
"The develop of a prototype contact lens for the treatment of a side range of acute and chronic oculat inflammatory conditions","Biology"
"PCR Generated Domain Antibodies: New Tools for Bovine Interferon ? Diagnostic Kits","Biology"
"Feasability study to test the efficiency, reliability and commercial potential of Microbial Enhanced BioSwale (MEBS) systems for the treatment of Farmyard Dirty Water","Biology"
"Upscaling the exfoliation of inorganic layered compounds","Chemistry"
"Using solar energy stored in cement batteries to power cathodic protection of reinforced concrete structures.","Others"
"Development and Commercialisation of a novel Plasmonically assisted high efficiency Solar Cell Technology","Technology"
"LiONSKIN - Moldable Li-ion battery outer skin for electronic devices","Engineering"
"The Creation of Smart Electrodes by Novel Immobilisation Strategies for Use in CO2 Conversion Technologies","Others"
"Solid State Thermal Interface Material","Others"
"Development of low cost, near infrared (NIR) reflective and very low thermal conductivity advanced materials for energy efficient thermal insulations.","Technology"
"Development of Hybrid Catalytic Magnetic Nanoparticles for Efficient and Safe Hydrogen Storage","Physics"
"High Speed Diamond Atomic Force Microscopy Probes","Physics"
"Wide bandwidth cantilever structures for MEMS vibrational energy saving","Others"
"Assessment of marine derived linear tetrapyrroles for use in the functional/nutraceutical food industry","Technology"
"Flexible Pressure Sensor-Electrode Assemblies for Medical Device Applications.","Engineering"
"Advanced substrate engineering for high efficiency III-V solar cells (ASICS)","Engineering"
"Development of a microbial multiparametric nucleic acid diagnostics technology with potential application in the clinical, food and pharmaceutical industry sectors.","Biology"
"Non-destructive chemical imaging for 10 nm node transistors","Chemistry"
"Scalable core network for user-deployed small cells","Technology"
"Pixel Demonstrator for Actively Tuned Reflective Plasmonic Display","Others"
"Low cost spectrally-efficient optical transceivers for smart and high-performance optical transmission systems","Physics"
"Multi-source personalisation for E-commerce using customer reviews and linked open data","Technology"
"PLoT - Personalised Linked Open Tours","Others"
"Towards a social media repository of Ireland; An archive of Irish social media content, with applications in Business research and Event/ Trend Analysis","Technology"
"Narrow linewidth tunable lasers for coherent telecommunications","Technology"
"Extended wavelength photodiodes using Si-Ge wafer bonding","Others"
"Measurement Technology: A non invasive tool for assessing patients  in critical care.","Technology"
"New memory cell test structure devices based on single phase multiferroics","Engineering"
"Monolithic optical coherent receiver","Physics"
"Non-contact measurement of high voltage from power lines.","Others"
"Copper diffusion barrier layer formation on high carbon content dielectric materials for future interconnect applications","Technology"
"Pilot tone assisted QAM for Metropolitan optical transmission systems","Physics"
"CMAS: A portable platform for water quality monitoring at Point of Need","Technology"
"Monolingual and Bilingual Text Quality Judgements with Translation Performance Prediction","Technology"
"3D Printing from remote sensing","Others"
"Monitoring the health and welfare of broiler chickens using smart vocalisation analysis techniques - ChirpMetrics","Biology"
"VeritaWire:Towards a trusted social media newswire service","Technology"
"Bandwidth Enhancement of Omni-directional Circularly Polarized Antennas","Others"
"Real-Time Communications Quality Assessment Tool (RTC-QAT)","Technology"
"A dimensioning Tool for Access Control Systems (ATLAS)","Technology"
"ASIC Implementation of a dielectric charge control circuit of RF MEMS Switches","Engineering"
"In-situ aberration-corrected transmission electron microscopy: real-time investigation of materials at atomic level","Physics"
"Grant Scheme Strand 6","Policy"
"Galway Science & Technology Festival","Technology"
"Cell Explorers","Biology"
"Explorers Education Programme","Education"
"Famelab Ireland 2014","Others"
"Tech Week 2014","Others"
"The Festival of Curiosity 2014 and 2015","Others"
"Maths week Ireland 2014 and 2015","Others"
"New Strategic Partnership - Science Gallery and SFI Discover","Others"
"Efficient energy conversion electronic systems for small-scale vibration energy harvesters","Technology"
"VEX IQ Junior Robotics Programme","Policy"
"Project TARA","Others"
"The Maths Circles Initiative","Others"
"SFI Internship Award","Policy"
"Cloud based Electronic integrAtion of Patient Records (CLEAR)","Others"
"Maker Ireland - The Irish Maker Festival","Others"
"International Workshop on Large-Scale Testing (LT2014)","Policy"
"Development of automated coastal bathymetric methodology using applied Remote Sensing techniques","Technology"
"Rateless Coding in the Cloud","Others"
"Simulating Human Mobility in Dublin","Others"
"Helminth-derived immunomodulatory molecules as therapeutics for immune-mediated disease","Biology"
"Munster Regional Festival of Science and Mathematics","Mathematics"
"My Gut Feeling","Others"
"Thesis in 3 (Tin3) 2014","Others"
"BEAST! (Baboro: Environment, Arts, Science and Technology)","Technology"
"SFI Discover Science Zone at the Festival Big Day Out","Others"
"SFI Internship Award","Policy"
"Irish Centre for Fetal and Neonatal Translational Research (INFANT) - EU Grant Manager","Technology"
"Alimentary Pharmabiotic Centre (APC) - Interfacing Food & Medicine - EU Grant Manager","Biology"
"Synthesis and Solid State Pharmaceutical Centre (SSPC) - EU Grant Manager","Chemistry"
"I-PIC Irish Photonic Integration Research Centre - EU Grant Manager","Physics"
"Advanced Materials and BioEngineering Research Centre (AMBER) - EU Grant Manager","Engineering"
"INSIGHT - Irelands Big Data and Analytics Research Centre - EU Grant Manager","Technology"
"Marine Renewable Energy Ireland (MaREI) - EU Grant Manager","Policy"
